loss,mean_absolute_error,val_loss,val_mean_absolute_error
4714.09765625,67.25900268554688,4719.556640625,67.39827728271484
4513.1650390625,65.89055633544922,4635.88134765625,66.81720733642578
4301.564453125,64.31261444091797,4498.43896484375,65.83104705810547
4045.75,62.33027648925781,4289.3828125,64.2826919555664
3704.777099609375,59.55421447753906,3990.415283203125,61.9595832824707
3248.78125,55.520225524902344,3585.68359375,58.63916778564453
2774.496337890625,50.84786605834961,3103.628662109375,54.37436294555664
2245.370361328125,45.156883239746094,2544.441162109375,48.93394088745117
1726.5306396484375,38.691043853759766,1990.53515625,42.98479461669922
1308.3997802734375,32.43967056274414,1473.7286376953125,36.509490966796875
988.3724365234375,27.588542938232422,1029.7078857421875,30.026071548461914
711.8027954101562,22.89632797241211,679.0484619140625,24.001964569091797
538.94189453125,20.0063419342041,436.5186767578125,19.018272399902344
414.5311584472656,16.986949920654297,273.3976745605469,15.164287567138672
295.70147705078125,13.911259651184082,162.7875518798828,11.159503936767578
265.4942626953125,13.176553726196289,99.16686248779297,8.623802185058594
217.38429260253906,11.816340446472168,69.66255950927734,7.181097030639648
190.0372314453125,11.132458686828613,47.93085861206055,5.704890251159668
220.27076721191406,11.877530097961426,31.16982078552246,4.390219211578369
195.661376953125,11.543909072875977,30.641590118408203,4.34945821762085
189.92750549316406,11.075960159301758,25.409360885620117,3.9823498725891113
172.10897827148438,10.496109962463379,21.91675567626953,3.6357665061950684
290.72052001953125,13.9428071975708,27.18543243408203,4.0779805183410645
244.24993896484375,12.414488792419434,27.190446853637695,4.072998523712158
211.2683868408203,11.648198127746582,30.931926727294922,4.440670013427734
230.0740966796875,12.10937213897705,23.763214111328125,3.815913677215576
194.84078979492188,11.374186515808105,19.750478744506836,3.459190845489502
173.77215576171875,10.543224334716797,24.758140563964844,3.9300525188446045
176.1171417236328,10.494219779968262,19.183528900146484,3.4291083812713623
205.28826904296875,11.403797149658203,20.018129348754883,3.440918445587158
190.0793914794922,10.8033447265625,23.64998435974121,3.8256680965423584
218.90525817871094,11.43199634552002,21.463884353637695,3.637855291366577
180.9394989013672,10.889476776123047,21.572866439819336,3.603107452392578
154.31504821777344,9.972359657287598,19.401683807373047,3.441485643386841
239.3970489501953,12.714487075805664,23.045873641967773,3.767519235610962
209.8516845703125,11.784205436706543,19.83453369140625,3.443328619003296
169.70437622070312,10.398493766784668,21.342119216918945,3.595439910888672
230.88018798828125,12.358964920043945,22.866849899291992,3.7579169273376465
200.48873901367188,11.214276313781738,25.15227699279785,3.9259192943573
157.4034423828125,10.113273620605469,20.447038650512695,3.51690411567688
179.32984924316406,10.72607707977295,18.43869400024414,3.3345606327056885
175.42465209960938,10.749297142028809,19.815902709960938,3.4645087718963623
187.95211791992188,10.985662460327148,20.264270782470703,3.515848159790039
201.04098510742188,11.350132942199707,23.589080810546875,3.811331272125244
226.7491455078125,12.203743934631348,24.20615577697754,3.8475890159606934
175.7020263671875,10.803308486938477,21.64558219909668,3.6035804748535156
188.12266540527344,10.750638008117676,25.443607330322266,3.9753777980804443
146.83114624023438,9.67893123626709,23.380359649658203,3.82995343208313
187.30226135253906,10.852008819580078,20.781967163085938,3.5446536540985107
193.58462524414062,11.350241661071777,21.72458839416504,3.6489951610565186
209.06076049804688,11.47426700592041,26.241914749145508,4.036741256713867
174.3586883544922,10.860584259033203,23.086036682128906,3.7530181407928467
225.7987518310547,11.75200366973877,28.281959533691406,4.210417747497559
191.66375732421875,11.216789245605469,25.085004806518555,3.9702091217041016
215.3194122314453,11.726119041442871,28.219812393188477,4.185619354248047
189.59686279296875,11.085624694824219,22.39093589782715,3.689150094985962
168.96490478515625,10.452803611755371,23.28616714477539,3.7868659496307373
212.34727478027344,11.439634323120117,24.425273895263672,3.8540806770324707
176.87615966796875,10.903429985046387,25.219751358032227,3.9236018657684326
145.72865295410156,9.765375137329102,20.661657333374023,3.5441393852233887
133.02960205078125,9.090897560119629,23.36231231689453,3.8020505905151367
